@RELATION tweets

@ATTRIBUTE Tweet STRING
@ATTRIBUTE Label {earthquake,non-earthquake}

@DATA
'biga rapetti a nova ol coach do brown spiders por siqueira9',non-earthquake
'questo freddo a maggio un po too much voi che dite',non-earthquake
'ancora a nyc deve andare in cina',non-earthquake
'supersube video a yt me urge una puta rifa',non-earthquake
'sogno di enrico andava in giro con lino banfi in un paese simile a bassano in quella casa serve un medico in famiglia gf16',non-earthquake
'bravi diteglielo a questo sciacallo travestito da agnellino',non-earthquake
'ti ho gi risposto proprio sulla stessa cosa oltre a ribadire che non esiste nessuna alleanza lascia la boccia di vino che stai a sparare minchiate e il bello che ne parli te che il tuo partito di truffatori politici se la faceva con il pluri condannato e indagato verdini',non-earthquake
'annamo bene la nipote di uno dei pi grandi poeti italiani crede cheirascibile si scriva irrascibile er poro fabrizio star a fa la trottola nella tomba gf16',non-earthquake
'beh pensa che la stessa protezione civile che di comunicazione in emergenza dovrebbe essere l esperta ha cominciato a lavorare sulla comunicazione social solo dopo il terremoto del 2016 e comunque ha ancora grossi limiti e difficoltà purtroppo il problema è proprio la pa',non-earthquake
'insieme a noi il napoli che se milik la butta dentro all ultimo salutiamo anche klopp ergo finale di champions inter napoli',non-earthquake
'se la vuoi vedere cos fai pure ma la realt che a daniele non gli frega nulla di martina e si visto sin dall inizio con lei ci vedo un altro tipo di ragazzo p s che sia chiaro io a daniele lo prenderei a calci nel culo da cinecitta fino alla flaminia',non-earthquake
'stasera dopo una giornata cos bella voglio andare a letto augurandomi una cosa di sorridere sempre cos di poter essere sempre cos felice',non-earthquake
'debole terremoto m2 6 zona macerata visso alle',non-earthquake
'ti immagini facessero un app per avvertirti di un terremoto e le notifiche arrivassero con la vibrazione',non-earthquake
'ma mi scusi signor klimt ha visto jolly blu il film degli 883 i protagonisti della canzone la regola dell amico le dico solo che la ragazza alessia merz a fine film limonano',non-earthquake
'a volte come chiederee poi al racconto di una barzelletta oppure chiederne la spiegazione si brucerebbe l effetto comico ecco questa una di quelle volte continuare significherebbe bruciare le emozioni provate',non-earthquake
'mi metto a letto e mi viene sete',non-earthquake
'valzer di panchine in a allegri vola verso parigi valzer panchine allegri verso',non-earthquake
'bimba ferita a napoli centinaia alla veglia di preghiera davanti al santobono bimba ferita napoli centinaia',non-earthquake
'offetta a piaciere cinque euro',non-earthquake
'powercouplebrasil mostra a mari e o dani na provaaaa',non-earthquake
'si molto brava a cantare ma quando le prendono quei minuti di finto non sopportare giordana proprio',non-earthquake
'ma non che si stanno a pass la roba in quella stretta sai com la tecnica di scambio quella',non-earthquake
'matteo salvini se ne frega dal giubbotto pivert alla difesa di altaforte continua a lisciare il pelo al mondo fascistoide',non-earthquake
'ahahahahhahahahahahahhahah ridicola a dei livelli altissimi',non-earthquake
'okay che non arrivate a fine mese ma non dovete nemmeno impostare con arroganza pagamenti che tengono il veicolo riparato dalle multe che dipenda o un mese o una giornata quel pezzo di strada pubblico ed giusto che le persone vengano sanzionate se non pagano il grattino',non-earthquake
'si ahreeeeee nonono xdxd pero no me gusta c pero si a sara dunya y paul',non-earthquake
'per ancora pi bravo ad affabulare a raccontare i cazzi suoi che peraltro sono i cazzi di tantissimi ragazzi come lui senza per questo ergersi a stocazzo e senza avere chiss che vocabolario quindi non dormiteci su dategli i soldi e dategli un ascolto',non-earthquake
'si parla sempre di fasci e quando li prendono a calci nel posteriore in realt conviene nascondersi dietro il buono il brutto e il fascismo',non-earthquake
'credo di essere l unica a cui martina sta simpatica un personaggio lei ed erica sembrano due bambine con tutti i crismi positivi dell essere bambini gf16',non-earthquake
'tienili una settimana in vaticano e vedrai che iniziano a stare sui coglioni pure a te',non-earthquake
'salvini parla di drogati a chi si cura con la cannabis cannabis priva di thc ma scientificamente curativa pensasse a mandare in galera tutti quei politici ho indagati o condannati carcere duro e senza benefici xch loro fanno una cosa peggiore del delinquente comune',non-earthquake
'siamo in democrazia bene salvini il ministro dell interno la trenta la ministra della difesa e i aeronautica e marina militare salvini lega dice porti chiusi per la sicurezza trenta m5s manda una nave militare a prelevare i clandestini fate le opportune considerazioni',non-earthquake
'vedr il mio piccolino dal vivo non ci riesco a credere',non-earthquake
'eu amo a tia djskjsskjddk',non-earthquake
' abbiamo affidato questo sporco lavoro a un robot virtuale s s com b info3',non-earthquake
'mano a netflix nunca erra sil luciferseason4',non-earthquake
'news terremoto magnitude ml 1 5 ascoli piceno by ingv',non-earthquake
'la mia risposta a giusto obbligare famiglie che fanno fatica ad arrivare a fine mese a comprare l auto nuova perchè all improvviso una legge dice che il loro diesel troppo inquinante e bisogna fermare il cambiamento climatico',non-earthquake
'ma in quel momento quel silenzio si interruppe kun tremava da capo a piedi e non capiva se fosse l eccitazione o la paura a farlo stare in quel modo ma quando sent le mani di kun stringere le sue in una presa rassicurante ogni sua angoscia sembr svanire',non-earthquake
'ma non sapeva cosa guard la fila di passeggeri entrare dalla porta posteriore dell aereo piccole formiche intente a entrare nel formicaio si chiede se tra quelle persone ci fosse qualcuno nella sua situazione qualcuno torturato da un silenzio che non pensava di meritare',non-earthquake
'non riesco a dormire perchè ancora non riesco a smettere di pensare a qua to sia stato bello detective pikachu send help perchè devo dormire',non-earthquake
'tish brava ma a volte mi urta',non-earthquake
'verso l europa stavolta e sarebbe tornato a casa probabilmente solo tra una settimana ma la prospettiva di mettere piede in casa dopo tanto tempo per la prima volta non lo entusiasm era successo qualcosa in quell ultimo periodo qualcosa che riguardava namjoon e che gli',non-earthquake
'dopo aver dato un ultima occhiata ai comandi kun usc dall aereo per prendere una boccata d aria fresca sentiva di averne particolarmente bisogno in quel momento e la fredda aria del mattino lo aiut a schiarire la mente per un attimo lo aspettava un lunghissimo volo',non-earthquake
'a scioli no lo invitaron',non-earthquake
